transaction_id,transaction_date,product_id,product_code,product_description,quantity,account_id
T20250414-03790,2023-04-30,252,25,Produto P399,6,1417
T20250414-03791,2023-04-14,297,5,Produto B500,16,1129
T20250414-03792,2023-10-30,208,11,Produto O943,19,1465
T20250414-03793,2023-10-03,229,17,Produto N361,11,1341
T20250414-03794,2024-05-21,200,20,Produto Z769,15,1182
T20250414-03795,2023-08-06,212,19,Produto N759,14,1468
T20250414-03796,2023-06-22,230,28,Produto I246,8,1237
T20250414-03797,2024-10-18,257,40,Produto Q389,1,1019
T20250414-03798,2025-01-23,247,4,Produto K333,13,1358
T20250414-03799,2023-11-04,293,45,Produto I337,6,1083
T20250414-03800,2024-08-14,219,10,Produto O463,17,1038
T20250414-03801,2025-03-18,297,5,Produto B500,9,1153
T20250414-03802,2023-05-22,274,29,Produto R437,1,1124
T20250414-03803,2024-10-14,282,46,Produto P800,9,1140
T20250414-03804,2023-01-18,296,46,Produto L885,5,1014
T20250414-03805,2025-03-18,263,12,Produto O924,14,1358
T20250414-03806,2024-01-14,255,40,Produto I357,20,1114
T20250414-03807,2024-11-19,200,20,Produto Z769,9,1131
T20250414-03808,2023-11-26,242,10,Produto Z955,15,1462
T20250414-03809,2023-03-25,223,15,Produto W388,20,1044
T20250414-03810,2024-05-14,296,46,Produto L885,10,1174
T20250414-03811,2025-01-07,266,19,Produto U706,19,1363
T20250414-03812,2025-01-17,253,36,Produto S238,6,1249
T20250414-03813,2024-12-08,246,11,Produto V318,14,1365
T20250414-03814,2024-06-30,281,44,Produto C383,9,1147
T20250414-03815,2024-08-12,218,20,Produto M874,14,1485
T20250414-03816,2024-06-06,256,42,Produto X273,15,1320
T20250414-03817,2023-04-30,221,1,Produto Q257,7,1257
T20250414-03818,2024-10-28,248,13,Produto E317,20,1351
T20250414-03819,2024-08-21,279,30,Produto W458,10,1226
T20250414-03820,2023-01-08,212,19,Produto N759,15,1291
T20250414-03821,2023-02-22,282,46,Produto P800,19,1498
T20250414-03822,2024-12-11,273,32,Produto P527,15,1008
T20250414-03823,2025-03-04,232,46,Produto Z547,19,1476
T20250414-03824,2025-03-14,200,20,Produto Z769,17,1085
T20250414-03825,2024-05-11,231,3,Produto Q788,15,1420
T20250414-03826,2023-08-11,247,4,Produto K333,10,1457
T20250414-03827,2023-05-23,257,40,Produto Q389,16,1229
T20250414-03828,2024-08-22,256,42,Produto X273,9,1189
T20250414-03829,2024-10-18,220,1,Produto C925,7,1404
T20250414-03830,2024-01-26,206,25,Produto A407,2,1453
T20250414-03831,2024-04-01,214,17,Produto J937,9,1285
T20250414-03832,2023-02-19,250,46,Produto Q690,18,1209
T20250414-03833,2024-05-30,249,33,Produto Y845,10,1481
T20250414-03834,2025-03-08,282,46,Produto P800,14,1335
T20250414-03835,2025-02-11,291,34,Produto D633,18,1041
T20250414-03836,2023-10-02,269,7,Produto V779,1,1386
T20250414-03837,2025-01-05,248,13,Produto E317,9,1079
T20250414-03838,2024-04-27,233,14,Produto G422,4,1078
T20250414-03839,2024-06-03,213,4,Produto D177,9,1353
T20250414-03840,2023-08-08,282,46,Produto P800,15,1251
T20250414-03841,2025-02-16,265,8,Produto W591,4,1235
T20250414-03842,2024-05-14,290,6,Produto M816,7,1467
T20250414-03843,2023-09-15,225,23,Produto A317,12,1449
T20250414-03844,2023-10-28,246,11,Produto V318,15,1469
T20250414-03845,2024-10-04,207,38,Produto G584,4,1077
T20250414-03846,2023-08-18,245,19,Produto H791,16,1431
T20250414-03847,2024-04-09,223,15,Produto W388,1,1323
T20250414-03848,2023-09-02,264,11,Produto P61,3,1241
T20250414-03849,2023-07-25,284,48,Produto C512,16,1052
T20250414-03850,2023-11-06,295,20,Produto Y464,18,1484
T20250414-03851,2025-02-28,277,26,Produto K965,4,1090
T20250414-03852,2024-06-15,205,17,Produto G609,3,1166
T20250414-03853,2024-02-06,260,47,Produto E906,11,1400
T20250414-03854,2024-04-30,204,18,Produto U337,17,1066
T20250414-03855,2024-02-23,242,10,Produto Z955,14,1327
T20250414-03856,2023-10-15,200,20,Produto Z769,13,1316
T20250414-03857,2024-09-10,248,13,Produto E317,11,1097
T20250414-03858,2024-01-08,259,19,Produto Y316,14,1184
T20250414-03859,2023-09-15,291,34,Produto D633,12,1105
T20250414-03860,2023-11-05,256,42,Produto X273,11,1303
T20250414-03861,2023-08-06,290,6,Produto M816,5,1153
T20250414-03862,2023-04-15,237,29,Produto T289,17,1347
T20250414-03863,2025-02-06,238,16,Produto K344,19,1011
T20250414-03864,2023-01-31,212,19,Produto N759,5,1095
T20250414-03865,2023-05-18,203,23,Produto G994,4,1315
T20250414-03866,2023-05-20,293,45,Produto I337,20,1135
T20250414-03867,2023-04-17,259,19,Produto Y316,20,1190
T20250414-03868,2023-11-09,236,44,Produto M279,5,1180
T20250414-03869,2023-10-20,212,19,Produto N759,18,1422
T20250414-03870,2024-04-27,225,23,Produto A317,1,1161
T20250414-03871,2025-03-14,265,8,Produto W591,17,1042
T20250414-03872,2025-03-16,255,40,Produto I357,5,1116
T20250414-03873,2024-09-28,228,6,Produto B585,9,1077
T20250414-03874,2023-12-15,204,18,Produto U337,11,1121
T20250414-03875,2025-03-26,291,34,Produto D633,19,1380
T20250414-03876,2024-12-17,241,5,Produto R208,1,1419
T20250414-03877,2024-09-29,241,5,Produto R208,6,1099
T20250414-03878,2023-01-31,298,33,Produto B166,2,1216
T20250414-03879,2023-05-09,249,33,Produto Y845,18,1474
T20250414-03880,2023-06-04,259,19,Produto Y316,19,1465
T20250414-03881,2024-05-03,215,39,Produto S284,2,1418
T20250414-03882,2024-07-10,278,31,Produto A338,17,1189
T20250414-03883,2023-05-02,236,44,Produto M279,1,1116
T20250414-03884,2023-01-13,262,39,Produto Y699,14,1090
T20250414-03885,2024-07-10,242,10,Produto Z955,3,1275
T20250414-03886,2024-04-23,222,34,Produto B606,1,1020
T20250414-03887,2023-02-10,233,14,Produto G422,15,1244
T20250414-03888,2024-01-16,277,26,Produto K965,12,1158
T20250414-03889,2023-11-27,254,15,Produto K831,11,1096
T20250414-03890,2024-06-24,261,14,Produto Y220,8,1346
T20250414-03891,2025-02-15,206,25,Produto A407,5,1257
T20250414-03892,2023-10-20,217,30,Produto G748,9,1393
T20250414-03893,2023-05-29,225,23,Produto A317,6,1211
T20250414-03894,2023-10-17,249,33,Produto Y845,14,1235
T20250414-03895,2023-02-15,210,28,Produto L544,16,1146
T20250414-03896,2024-08-06,290,6,Produto M816,4,1165
T20250414-03897,2023-10-20,223,15,Produto W388,18,1460
T20250414-03898,2023-02-08,207,38,Produto G584,1,1340
T20250414-03899,2024-08-16,207,38,Produto G584,18,1056
T20250414-03900,2023-06-28,293,45,Produto I337,7,1363
T20250414-03901,2023-11-11,294,16,Produto K893,10,1001
T20250414-03902,2024-12-05,279,30,Produto W458,7,1146
T20250414-03903,2024-06-14,231,3,Produto Q788,1,1282
T20250414-03904,2023-01-25,234,39,Produto T940,7,1499
T20250414-03905,2024-07-22,210,28,Produto L544,8,1090
T20250414-03906,2023-12-15,230,28,Produto I246,14,1376
T20250414-03907,2025-03-24,242,10,Produto Z955,9,1248
T20250414-03908,2025-03-12,244,2,Produto S837,14,1383
T20250414-03909,2024-01-13,208,11,Produto O943,8,1020
T20250414-03910,2024-08-16,251,2,Produto U899,19,1413
T20250414-03911,2024-12-17,249,33,Produto Y845,16,1407
T20250414-03912,2025-02-12,284,48,Produto C512,1,1204
T20250414-03913,2024-12-26,223,15,Produto W388,13,1198
T20250414-03914,2023-08-25,212,19,Produto N759,12,1170
T20250414-03915,2024-04-08,263,12,Produto O924,18,1429
T20250414-03916,2024-03-04,254,15,Produto K831,12,1275
T20250414-03917,2024-05-03,230,28,Produto I246,20,1260
T20250414-03918,2024-09-10,219,10,Produto O463,13,1471
T20250414-03919,2023-11-09,261,14,Produto Y220,19,1166
T20250414-03920,2024-10-09,293,45,Produto I337,1,1040
T20250414-03921,2024-12-29,296,46,Produto L885,18,1376
T20250414-03922,2024-10-09,255,40,Produto I357,17,1320
T20250414-03923,2024-08-06,276,42,Produto I491,12,1149
T20250414-03924,2023-11-23,256,42,Produto X273,9,1097
T20250414-03925,2024-04-12,224,32,Produto V634,10,1012
T20250414-03926,2023-10-28,286,49,Produto Y824,15,1049
T20250414-03927,2023-12-17,294,16,Produto K893,16,1153
T20250414-03928,2023-07-22,222,34,Produto B606,20,1435
T20250414-03929,2024-02-18,279,30,Produto W458,11,1300
T20250414-03930,2024-07-17,231,3,Produto Q788,4,1055
T20250414-03931,2024-04-24,273,32,Produto P527,5,1174
T20250414-03932,2023-04-17,218,20,Produto M874,13,1388
T20250414-03933,2024-06-03,200,20,Produto Z769,1,1025
T20250414-03934,2023-09-29,283,47,Produto Q498,14,1159
T20250414-03935,2023-10-01,202,7,Produto E827,1,1303
T20250414-03936,2023-11-14,240,26,Produto H916,8,1482
T20250414-03937,2024-11-04,239,32,Produto G145,6,1103
T20250414-03938,2023-09-17,239,32,Produto G145,19,1197
T20250414-03939,2024-05-10,219,10,Produto O463,11,1227
T20250414-03940,2023-10-12,245,19,Produto H791,12,1333
T20250414-03941,2024-01-03,260,47,Produto E906,1,1004
T20250414-03942,2024-12-05,288,5,Produto T983,12,1258
T20250414-03943,2025-02-28,216,40,Produto Y349,20,1201
T20250414-03944,2024-06-20,200,20,Produto Z769,4,1387
T20250414-03945,2025-03-18,216,40,Produto Y349,17,1378
T20250414-03946,2023-06-10,237,29,Produto T289,2,1195
T20250414-03947,2023-08-09,296,46,Produto L885,11,1495
T20250414-03948,2025-02-08,249,33,Produto Y845,1,1427
T20250414-03949,2025-02-21,214,17,Produto J937,20,1264
T20250414-03950,2023-12-03,231,3,Produto Q788,5,1391
T20250414-03951,2023-03-31,271,10,Produto M881,5,1302
T20250414-03952,2023-01-16,279,30,Produto W458,4,1482
T20250414-03953,2024-10-17,255,40,Produto I357,20,1033
T20250414-03954,2023-08-07,291,34,Produto D633,8,1362
T20250414-03955,2024-04-23,219,10,Produto O463,7,1051
T20250414-03956,2025-01-27,250,46,Produto Q690,8,1129
T20250414-03957,2025-02-11,218,20,Produto M874,19,1433
T20250414-03958,2024-07-26,223,15,Produto W388,14,1010
T20250414-03959,2023-02-12,230,28,Produto I246,6,1282
T20250414-03960,2023-10-29,235,20,Produto X356,20,1071
T20250414-03961,2024-10-17,264,11,Produto P61,6,1011
T20250414-03962,2024-04-24,255,40,Produto I357,7,1204
T20250414-03963,2024-08-09,245,19,Produto H791,5,1202
T20250414-03964,2023-11-02,246,11,Produto V318,7,1231
T20250414-03965,2025-03-12,298,33,Produto B166,6,1201
T20250414-03966,2023-02-10,256,42,Produto X273,15,1480
T20250414-03967,2023-12-02,239,32,Produto G145,12,1063
T20250414-03968,2024-11-01,202,7,Produto E827,12,1421
T20250414-03969,2023-03-01,293,45,Produto I337,19,1072
T20250414-03970,2023-09-05,240,26,Produto H916,16,1179
T20250414-03971,2024-06-17,208,11,Produto O943,20,1367
T20250414-03972,2023-07-08,261,14,Produto Y220,6,1132
T20250414-03973,2024-11-27,201,17,Produto T822,13,1193
T20250414-03974,2024-04-29,290,6,Produto M816,1,1267
T20250414-03975,2023-11-14,245,19,Produto H791,12,1275
T20250414-03976,2023-01-08,295,20,Produto Y464,16,1054
T20250414-03977,2024-10-22,238,16,Produto K344,20,1410
T20250414-03978,2024-07-06,275,10,Produto U483,20,1499
T20250414-03979,2023-07-03,280,44,Produto A726,1,1341
T20250414-03980,2025-03-06,218,20,Produto M874,6,1121
T20250414-03981,2024-10-31,203,23,Produto G994,2,1436
T20250414-03982,2023-12-26,283,47,Produto Q498,13,1210
T20250414-03983,2025-02-22,270,39,Produto R20,18,1471
T20250414-03984,2024-09-06,230,28,Produto I246,4,1059
T20250414-03985,2024-03-19,214,17,Produto J937,6,1445
T20250414-03986,2023-05-05,239,32,Produto G145,10,1211
T20250414-03987,2023-09-30,255,40,Produto I357,2,1382
T20250414-03988,2023-06-17,229,17,Produto N361,14,1262
T20250414-03989,2023-07-04,224,32,Produto V634,8,1296
T20250414-03990,2023-11-10,221,1,Produto Q257,12,1158
T20250414-03991,2025-02-06,203,23,Produto G994,7,1214
T20250414-03992,2024-03-20,284,48,Produto C512,1,1258
T20250414-03993,2024-05-08,270,39,Produto R20,5,1112
T20250414-03994,2023-07-05,246,11,Produto V318,9,1349
T20250414-03995,2024-11-28,278,31,Produto A338,2,1150
T20250414-03996,2024-11-16,263,12,Produto O924,8,1024
T20250414-03997,2024-05-09,235,20,Produto X356,2,1321
T20250414-03998,2024-05-29,210,28,Produto L544,17,1035
T20250414-03999,2023-03-23,287,16,Produto O164,6,1001
T20250414-04000,2024-08-09,278,31,Produto A338,2,1018
T20250414-04001,2023-05-05,241,5,Produto R208,19,1033
T20250414-04002,2024-03-07,219,10,Produto O463,10,1210
T20250414-04003,2023-04-01,248,13,Produto E317,4,1017
T20250414-04004,2024-05-01,234,39,Produto T940,1,1480
T20250414-04005,2023-04-03,280,44,Produto A726,13,1149
T20250414-04006,2023-02-18,267,22,Produto G935,9,1014
T20250414-04007,2024-02-11,216,40,Produto Y349,18,1392
T20250414-04008,2023-11-19,218,20,Produto M874,16,1472
T20250414-04009,2024-05-23,255,40,Produto I357,9,1066
T20250414-04010,2023-09-12,253,36,Produto S238,14,1497
T20250414-04011,2023-06-17,290,6,Produto M816,4,1055
T20250414-04012,2023-12-16,278,31,Produto A338,9,1125
T20250414-04013,2024-02-15,224,32,Produto V634,8,1203
T20250414-04014,2025-03-14,247,4,Produto K333,17,1325
T20250414-04015,2023-05-28,211,7,Produto F213,18,1177
T20250414-04016,2023-01-03,269,7,Produto V779,8,1366
T20250414-04017,2023-11-01,204,18,Produto U337,2,1267
T20250414-04018,2024-09-23,210,28,Produto L544,16,1193
T20250414-04019,2024-08-04,235,20,Produto X356,11,1254
T20250414-04020,2023-09-03,288,5,Produto T983,16,1463
T20250414-04021,2024-08-25,281,44,Produto C383,1,1497
T20250414-04022,2024-04-29,219,10,Produto O463,20,1293
T20250414-04023,2024-06-09,274,29,Produto R437,5,1318
T20250414-04024,2023-03-25,254,15,Produto K831,7,1051
T20250414-04025,2023-05-16,231,3,Produto Q788,7,1007
T20250414-04026,2024-07-22,281,44,Produto C383,14,1348
T20250414-04027,2025-02-05,274,29,Produto R437,19,1309
T20250414-04028,2024-01-10,238,16,Produto K344,1,1178
T20250414-04029,2024-11-27,219,10,Produto O463,12,1008
T20250414-04030,2024-08-08,228,6,Produto B585,7,1255
T20250414-04031,2024-11-30,271,10,Produto M881,2,1125
T20250414-04032,2023-03-05,267,22,Produto G935,16,1096
T20250414-04033,2023-01-06,260,47,Produto E906,7,1281
T20250414-04034,2024-12-16,271,10,Produto M881,16,1179
T20250414-04035,2024-01-10,249,33,Produto Y845,9,1001
T20250414-04036,2024-04-02,215,39,Produto S284,17,1310
T20250414-04037,2024-04-26,222,34,Produto B606,7,1427
T20250414-04038,2024-07-09,239,32,Produto G145,8,1394
T20250414-04039,2023-09-07,248,13,Produto E317,14,1270
T20250414-04040,2024-05-01,261,14,Produto Y220,18,1231
T20250414-04041,2024-08-25,271,10,Produto M881,6,1242
T20250414-04042,2023-06-24,276,42,Produto I491,12,1062
T20250414-04043,2024-06-13,228,6,Produto B585,11,1261
T20250414-04044,2023-07-01,203,23,Produto G994,6,1249
T20250414-04045,2023-02-12,242,10,Produto Z955,13,1119
T20250414-04046,2023-07-11,257,40,Produto Q389,8,1270
T20250414-04047,2023-01-13,245,19,Produto H791,20,1469
T20250414-04048,2024-06-02,254,15,Produto K831,7,1085
T20250414-04049,2024-10-22,227,21,Produto E338,1,1352
T20250414-04050,2023-04-14,202,7,Produto E827,14,1450
T20250414-04051,2023-10-23,220,1,Produto C925,8,1429
T20250414-04052,2024-05-14,210,28,Produto L544,11,1169
T20250414-04053,2024-03-08,294,16,Produto K893,2,1304
T20250414-04054,2025-01-12,218,20,Produto M874,3,1333
T20250414-04055,2024-10-06,259,19,Produto Y316,19,1285
T20250414-04056,2023-10-29,261,14,Produto Y220,15,1039
T20250414-04057,2024-04-29,201,17,Produto T822,19,1375
T20250414-04058,2023-11-23,249,33,Produto Y845,18,1392
T20250414-04059,2024-01-08,213,4,Produto D177,6,1475
T20250414-04060,2025-03-19,288,5,Produto T983,6,1358
T20250414-04061,2023-04-16,203,23,Produto G994,18,1096
T20250414-04062,2024-11-10,251,2,Produto U899,6,1023
T20250414-04063,2023-03-19,296,46,Produto L885,2,1096
T20250414-04064,2024-10-18,236,44,Produto M279,10,1148
T20250414-04065,2024-01-21,232,46,Produto Z547,14,1190
T20250414-04066,2023-04-10,257,40,Produto Q389,9,1168
T20250414-04067,2023-01-31,250,46,Produto Q690,15,1480
T20250414-04068,2023-04-07,266,19,Produto U706,4,1246
T20250414-04069,2023-05-15,207,38,Produto G584,14,1159
T20250414-04070,2025-02-12,252,25,Produto P399,17,1138
T20250414-04071,2024-07-04,225,23,Produto A317,5,1432
T20250414-04072,2025-02-20,275,10,Produto U483,8,1432
T20250414-04073,2023-08-06,229,17,Produto N361,14,1075
T20250414-04074,2024-12-09,283,47,Produto Q498,6,1304
T20250414-04075,2024-08-10,210,28,Produto L544,6,1225
T20250414-04076,2024-04-09,210,28,Produto L544,6,1054
T20250414-04077,2024-07-22,243,36,Produto U968,6,1029
T20250414-04078,2024-06-28,220,1,Produto C925,14,1228
T20250414-04079,2024-06-18,218,20,Produto M874,18,1306
T20250414-04080,2023-11-24,236,44,Produto M279,14,1175
T20250414-04081,2025-01-24,254,15,Produto K831,17,1295
T20250414-04082,2024-03-20,214,17,Produto J937,20,1284
T20250414-04083,2024-11-25,235,20,Produto X356,7,1421
T20250414-04084,2024-04-28,207,38,Produto G584,6,1043
T20250414-04085,2023-03-21,268,44,Produto G994,2,1439
T20250414-04086,2023-02-12,218,20,Produto M874,17,1050
T20250414-04087,2024-02-19,290,6,Produto M816,3,1131
T20250414-04088,2023-04-12,259,19,Produto Y316,18,1497
T20250414-04089,2024-10-22,257,40,Produto Q389,9,1256
T20250414-04090,2024-02-02,255,40,Produto I357,7,1302
T20250414-04091,2023-02-24,212,19,Produto N759,15,1335
T20250414-04092,2023-06-27,288,5,Produto T983,12,1034
T20250414-04093,2023-12-29,283,47,Produto Q498,18,1225
T20250414-04094,2023-03-05,269,7,Produto V779,7,1369
T20250414-04095,2023-04-14,275,10,Produto U483,5,1168
T20250414-04096,2024-04-02,258,5,Produto T479,1,1158
T20250414-04097,2024-11-28,244,2,Produto S837,10,1375
T20250414-04098,2024-12-15,210,28,Produto L544,19,1294
T20250414-04099,2023-09-26,219,10,Produto O463,7,1145
T20250414-04100,2025-03-23,234,39,Produto T940,8,1419
T20250414-04101,2024-10-26,245,19,Produto H791,8,1336
T20250414-04102,2025-02-09,276,42,Produto I491,12,1344
T20250414-04103,2023-08-20,292,48,Produto N194,7,1378
T20250414-04104,2024-04-22,213,4,Produto D177,6,1190
T20250414-04105,2023-11-06,276,42,Produto I491,11,1326
T20250414-04106,2024-06-20,205,17,Produto G609,3,1158
T20250414-04107,2023-06-15,292,48,Produto N194,11,1213
T20250414-04108,2024-05-16,266,19,Produto U706,7,1304
T20250414-04109,2023-10-27,219,10,Produto O463,4,1186
T20250414-04110,2024-08-20,297,5,Produto B500,4,1147
T20250414-04111,2024-05-29,273,32,Produto P527,15,1023
T20250414-04112,2024-01-19,272,20,Produto E366,5,1451
T20250414-04113,2024-12-25,249,33,Produto Y845,7,1355
T20250414-04114,2023-06-16,258,5,Produto T479,12,1034
T20250414-04115,2023-04-12,226,11,Produto J240,16,1407
T20250414-04116,2023-07-30,264,11,Produto P61,13,1473
T20250414-04117,2024-06-18,238,16,Produto K344,13,1225
T20250414-04118,2025-01-29,224,32,Produto V634,17,1190
T20250414-04119,2023-02-19,254,15,Produto K831,5,1308
T20250414-04120,2024-06-16,271,10,Produto M881,17,1183
T20250414-04121,2025-01-13,269,7,Produto V779,6,1048
T20250414-04122,2024-10-07,238,16,Produto K344,13,1259
T20250414-04123,2024-07-05,258,5,Produto T479,12,1217
T20250414-04124,2023-02-13,275,10,Produto U483,11,1417
T20250414-04125,2024-03-16,288,5,Produto T983,1,1045
T20250414-04126,2023-05-25,237,29,Produto T289,14,1462
T20250414-04127,2025-02-22,201,17,Produto T822,9,1188
T20250414-04128,2024-09-16,265,8,Produto W591,20,1009
T20250414-04129,2024-07-20,290,6,Produto M816,6,1412
T20250414-04130,2023-05-23,232,46,Produto Z547,3,1331
T20250414-04131,2023-09-16,299,38,Produto I435,4,1215
T20250414-04132,2024-11-20,231,3,Produto Q788,10,1184
T20250414-04133,2024-02-01,245,19,Produto H791,12,1281
T20250414-04134,2023-03-21,285,29,Produto H688,13,1426
T20250414-04135,2023-08-31,299,38,Produto I435,9,1126
T20250414-04136,2023-11-10,249,33,Produto Y845,9,1012
T20250414-04137,2025-03-29,298,33,Produto B166,14,1210
T20250414-04138,2024-04-20,271,10,Produto M881,18,1196
T20250414-04139,2025-03-28,298,33,Produto B166,16,1121
T20250414-04140,2024-05-10,251,2,Produto U899,15,1258
T20250414-04141,2023-09-05,227,21,Produto E338,8,1051
T20250414-04142,2024-07-01,207,38,Produto G584,19,1335
T20250414-04143,2023-01-02,243,36,Produto U968,11,1437
T20250414-04144,2024-11-21,280,44,Produto A726,8,1336
T20250414-04145,2023-05-27,275,10,Produto U483,19,1180
T20250414-04146,2023-10-30,288,5,Produto T983,8,1268
T20250414-04147,2024-02-20,216,40,Produto Y349,9,1074
T20250414-04148,2023-11-15,297,5,Produto B500,17,1266
T20250414-04149,2024-03-20,205,17,Produto G609,11,1008
T20250414-04150,2024-10-07,248,13,Produto E317,15,1241
T20250414-04151,2023-12-12,259,19,Produto Y316,9,1370
T20250414-04152,2023-09-12,293,45,Produto I337,8,1224
T20250414-04153,2023-01-12,269,7,Produto V779,18,1248
T20250414-04154,2024-01-17,223,15,Produto W388,10,1409
T20250414-04155,2024-01-01,292,48,Produto N194,8,1364
T20250414-04156,2024-04-11,263,12,Produto O924,11,1035
T20250414-04157,2023-07-21,210,28,Produto L544,16,1276
T20250414-04158,2024-02-25,275,10,Produto U483,16,1473
T20250414-04159,2024-05-09,200,20,Produto Z769,9,1119
T20250414-04160,2024-03-22,274,29,Produto R437,9,1450
T20250414-04161,2025-01-08,235,20,Produto X356,18,1341
T20250414-04162,2023-01-24,216,40,Produto Y349,16,1337
T20250414-04163,2025-02-28,270,39,Produto R20,13,1124
T20250414-04164,2023-03-09,240,26,Produto H916,9,1452
T20250414-04165,2023-02-17,290,6,Produto M816,13,1343
T20250414-04166,2024-01-19,231,3,Produto Q788,17,1076
T20250414-04167,2024-01-08,202,7,Produto E827,1,1041
T20250414-04168,2023-01-09,282,46,Produto P800,17,1275
T20250414-04169,2024-09-27,272,20,Produto E366,10,1092
T20250414-04170,2023-04-29,275,10,Produto U483,2,1305
T20250414-04171,2023-11-30,260,47,Produto E906,7,1006
T20250414-04172,2023-08-29,215,39,Produto S284,18,1405
T20250414-04173,2023-06-15,265,8,Produto W591,11,1488
T20250414-04174,2024-06-02,209,41,Produto C955,16,1449
T20250414-04175,2023-06-09,258,5,Produto T479,3,1092
T20250414-04176,2023-03-17,270,39,Produto R20,7,1043
T20250414-04177,2024-12-16,244,2,Produto S837,19,1257
T20250414-04178,2024-01-12,233,14,Produto G422,1,1001
T20250414-04179,2023-01-07,275,10,Produto U483,6,1307
T20250414-04180,2023-01-25,288,5,Produto T983,12,1079
T20250414-04181,2023-09-09,238,16,Produto K344,19,1178
T20250414-04182,2023-01-08,219,10,Produto O463,2,1185
T20250414-04183,2024-01-28,273,32,Produto P527,14,1187
T20250414-04184,2024-10-29,284,48,Produto C512,7,1082
T20250414-04185,2024-07-28,287,16,Produto O164,13,1330
T20250414-04186,2024-01-10,219,10,Produto O463,19,1344
T20250414-04187,2023-01-18,261,14,Produto Y220,7,1334
T20250414-04188,2024-03-06,255,40,Produto I357,17,1070
T20250414-04189,2024-09-06,249,33,Produto Y845,6,1388
T20250414-04190,2024-10-10,221,1,Produto Q257,12,1456
T20250414-04191,2024-05-03,290,6,Produto M816,7,1280
T20250414-04192,2024-01-14,248,13,Produto E317,15,1092
T20250414-04193,2024-03-12,268,44,Produto G994,19,1003
T20250414-04194,2024-06-08,256,42,Produto X273,12,1289
T20250414-04195,2024-07-01,222,34,Produto B606,4,1300
T20250414-04196,2023-01-19,229,17,Produto N361,1,1101
T20250414-04197,2023-05-04,243,36,Produto U968,13,1462
T20250414-04198,2024-11-20,252,25,Produto P399,9,1465
T20250414-04199,2023-12-22,276,42,Produto I491,12,1426
T20250414-04200,2024-03-23,203,23,Produto G994,8,1127
T20250414-04201,2024-12-29,277,26,Produto K965,9,1265
T20250414-04202,2024-11-04,241,5,Produto R208,12,1006
T20250414-04203,2024-09-20,200,20,Produto Z769,3,1482
T20250414-04204,2024-02-06,293,45,Produto I337,5,1280
T20250414-04205,2024-06-21,200,20,Produto Z769,11,1424
T20250414-04206,2023-08-25,299,38,Produto I435,1,1230
T20250414-04207,2023-02-26,232,46,Produto Z547,4,1420
T20250414-04208,2023-08-14,245,19,Produto H791,9,1376
T20250414-04209,2025-03-27,238,16,Produto K344,10,1256
T20250414-04210,2023-12-24,247,4,Produto K333,2,1404
T20250414-04211,2024-06-09,256,42,Produto X273,9,1411
T20250414-04212,2023-01-09,241,5,Produto R208,12,1160
T20250414-04213,2023-09-23,228,6,Produto B585,15,1327
T20250414-04214,2023-12-24,217,30,Produto G748,5,1029
T20250414-04215,2023-04-20,235,20,Produto X356,14,1468
T20250414-04216,2023-03-23,202,7,Produto E827,20,1103
T20250414-04217,2023-09-21,285,29,Produto H688,1,1401
T20250414-04218,2023-08-15,256,42,Produto X273,16,1220
T20250414-04219,2024-10-15,246,11,Produto V318,1,1347
T20250414-04220,2024-09-20,202,7,Produto E827,19,1199
T20250414-04221,2024-12-23,214,17,Produto J937,16,1275
T20250414-04222,2023-02-19,265,8,Produto W591,11,1313
T20250414-04223,2023-12-28,235,20,Produto X356,13,1424
T20250414-04224,2023-04-17,281,44,Produto C383,1,1470
T20250414-04225,2025-01-13,227,21,Produto E338,7,1021
T20250414-04226,2023-04-05,260,47,Produto E906,17,1492
T20250414-04227,2023-12-19,295,20,Produto Y464,16,1055
T20250414-04228,2024-08-24,218,20,Produto M874,12,1042
T20250414-04229,2024-12-01,262,39,Produto Y699,13,1238
T20250414-04230,2023-09-05,236,44,Produto M279,7,1358
T20250414-04231,2024-02-23,262,39,Produto Y699,5,1473
T20250414-04232,2024-09-13,267,22,Produto G935,5,1332
T20250414-04233,2024-04-30,285,29,Produto H688,1,1345
T20250414-04234,2024-12-31,217,30,Produto G748,11,1029
T20250414-04235,2024-06-22,200,20,Produto Z769,14,1144
T20250414-04236,2023-10-17,273,32,Produto P527,4,1232
T20250414-04237,2024-03-24,283,47,Produto Q498,16,1405
T20250414-04238,2024-03-10,201,17,Produto T822,19,1407
T20250414-04239,2024-12-21,227,21,Produto E338,4,1172
T20250414-04240,2023-10-15,203,23,Produto G994,5,1110
T20250414-04241,2023-01-20,232,46,Produto Z547,19,1172
T20250414-04242,2023-06-12,245,19,Produto H791,8,1325
T20250414-04243,2024-10-23,211,7,Produto F213,4,1110
T20250414-04244,2024-10-26,286,49,Produto Y824,6,1001
T20250414-04245,2023-02-08,246,11,Produto V318,16,1499
T20250414-04246,2024-12-28,287,16,Produto O164,19,1361
T20250414-04247,2024-04-21,277,26,Produto K965,4,1181
T20250414-04248,2024-02-26,275,10,Produto U483,2,1055
T20250414-04249,2024-02-13,256,42,Produto X273,1,1282
T20250414-04250,2023-12-06,201,17,Produto T822,11,1095
T20250414-04251,2024-03-30,275,10,Produto U483,17,1161
